County ,County Type,Rating Area,Issuer Name,Plan Type,Unemployment denominator,Unemployment numerator,Uninsured adult  numerator,Uninsured adult denominator,Uninsured children denominator,Uninsured children numerator,Primarycare physicians numerator,Primarycare physicians denominator,Median family income,Median household income,Population,Per capita income,Couple 1 child Age 21,Couple 1 child Age 30,Couple 1 child Age 40,Couple 1 child Age 50,Couple 2 children Age 21,Couple 2 children Age 30,Couple 2 children Age 40,Couple 2 children Age 50,Couple 3 or more Children Age 21,Couple 3 or more Children Age 30,Couple 3 or more Children Age 40,Couple 3 or more Children Age 50,Drug Deductible - family - standard,Drug Deductible - individual - standard,Drug Maximum Out of Pocket - Family  - standard,Drug Maximum Out of Pocket - individual - standard,Emergency Room  - standard,Fips,Generic Drugs - standard,Individual 1 child Age 21,Individual 1 child Age 30,Individual 1 child Age 40,Individual 1 child Age 50,Individual 2 children Age 21,Individual 2 children Age 30,Individual 2 children Age 40,Individual 2 children Age 50,Individual 3 or more children Age 21,Individual 3 or more children Age 30,Individual 3 or more children Age 40,Individual 3 or more children Age 50,Inpatient Facility  - standard,Inpatient Physician - standard,Medical Deductible - individual - standard,Medical Deductible -family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Non-preferred Brand Drugs - standard,Preferred Brand Drugs - standard,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Child,Premium Couple 21,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,Primary Care Physician  - standard,Specialist  - standard,Specialty Drugs - standard,Quality of life(Quartile),Quality of life(Rank),clinicalcare(Quartile),clinicalcare(Rank),healthbehavior(Rank),healthbehaviour(Quartile),physical(Quartile),physical(Rank),socioeconomic(Quartile),socioeconomic(Rank),Length of life(Quartile),Length of life(Rank)
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",HMO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,385.66,425.18,467.04,615.74,478.6,518.12,559.98,708.68,571.54,611.05,652.92,801.61,0,0,Included in Medical,Included in Medical,0,17009,0,239.3,259.06,279.99,354.34,332.24,352,372.93,447.28,425.18,444.94,465.87,540.22,0,0,6,12,6,12,0,0,146.36,153.38,166.12,187.05,261.39,397.22,92.94,292.72,332.24,374.1,522.79,794.44,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",HMO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,385.66,425.18,467.04,615.74,478.6,518.12,559.98,708.68,571.54,611.05,652.92,801.61,0,0,Included in Medical,Included in Medical,0,17009,0,239.3,259.06,279.99,354.34,332.24,352,372.93,447.28,425.18,444.94,465.87,540.22,0,0,6,12,6,12,0,0,146.36,153.38,166.12,187.05,261.39,397.22,92.94,292.72,332.24,374.1,522.79,794.44,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",HMO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,385.66,425.18,467.04,615.74,478.6,518.12,559.98,708.68,571.54,611.05,652.92,801.61,0,0,Included in Medical,Included in Medical,0,17017,0,239.3,259.06,279.99,354.34,332.24,352,372.93,447.28,425.18,444.94,465.87,540.22,0,0,6,12,6,12,0,0,146.36,153.38,166.12,187.05,261.39,397.22,92.94,292.72,332.24,374.1,522.79,794.44,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",HMO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,385.66,425.18,467.04,615.74,478.6,518.12,559.98,708.68,571.54,611.05,652.92,801.61,0,0,Included in Medical,Included in Medical,0,17017,0,239.3,259.06,279.99,354.34,332.24,352,372.93,447.28,425.18,444.94,465.87,540.22,0,0,6,12,6,12,0,0,146.36,153.38,166.12,187.05,261.39,397.22,92.94,292.72,332.24,374.1,522.79,794.44,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",HMO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,385.66,425.18,467.04,615.74,478.6,518.12,559.98,708.68,571.54,611.05,652.92,801.61,0,0,Included in Medical,Included in Medical,0,17001,0,239.3,259.06,279.99,354.34,332.24,352,372.93,447.28,425.18,444.94,465.87,540.22,0,0,6,12,6,12,0,0,146.36,153.38,166.12,187.05,261.39,397.22,92.94,292.72,332.24,374.1,522.79,794.44,0,0,0,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,724.31,798.53,877.13,1156.41,898.86,973.08,1051.68,1330.96,1073.41,1147.63,1226.23,1505.51,0,0,Included in Medical,Included in Medical,0,17009,0,449.43,486.54,525.84,665.48,623.98,661.09,700.39,840.03,798.53,835.64,874.94,1014.58,0,0,2,4,2,4,0,0,274.88,288.07,311.99,351.29,490.93,746.02,174.55,549.76,623.98,702.58,981.86,1492.04,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,724.31,798.53,877.13,1156.41,898.86,973.08,1051.68,1330.96,1073.41,1147.63,1226.23,1505.51,0,0,Included in Medical,Included in Medical,0,17009,0,449.43,486.54,525.84,665.48,623.98,661.09,700.39,840.03,798.53,835.64,874.94,1014.58,0,0,2,4,2,4,0,0,274.88,288.07,311.99,351.29,490.93,746.02,174.55,549.76,623.98,702.58,981.86,1492.04,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,724.31,798.53,877.13,1156.41,898.86,973.08,1051.68,1330.96,1073.41,1147.63,1226.23,1505.51,0,0,Included in Medical,Included in Medical,0,17017,0,449.43,486.54,525.84,665.48,623.98,661.09,700.39,840.03,798.53,835.64,874.94,1014.58,0,0,2,4,2,4,0,0,274.88,288.07,311.99,351.29,490.93,746.02,174.55,549.76,623.98,702.58,981.86,1492.04,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,724.31,798.53,877.13,1156.41,898.86,973.08,1051.68,1330.96,1073.41,1147.63,1226.23,1505.51,0,0,Included in Medical,Included in Medical,0,17017,0,449.43,486.54,525.84,665.48,623.98,661.09,700.39,840.03,798.53,835.64,874.94,1014.58,0,0,2,4,2,4,0,0,274.88,288.07,311.99,351.29,490.93,746.02,174.55,549.76,623.98,702.58,981.86,1492.04,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,724.31,798.53,877.13,1156.41,898.86,973.08,1051.68,1330.96,1073.41,1147.63,1226.23,1505.51,0,0,Included in Medical,Included in Medical,0,17001,0,449.43,486.54,525.84,665.48,623.98,661.09,700.39,840.03,798.53,835.64,874.94,1014.58,0,0,2,4,2,4,0,0,274.88,288.07,311.99,351.29,490.93,746.02,174.55,549.76,623.98,702.58,981.86,1492.04,0,0,0,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,699.46,771.14,847.06,1116.76,868.02,939.7,1015.62,1285.32,1036.58,1108.26,1184.18,1453.88,0,0,Included in Medical,Included in Medical,0,17009,0,434.01,469.85,507.81,642.66,602.56,638.41,676.37,811.22,771.13,806.97,844.93,979.78,0,0,2,4,2,4,0,0,265.45,278.2,301.29,339.25,474.1,720.44,168.56,530.9,602.58,678.5,948.2,1440.88,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,699.46,771.14,847.06,1116.76,868.02,939.7,1015.62,1285.32,1036.58,1108.26,1184.18,1453.88,0,0,Included in Medical,Included in Medical,0,17009,0,434.01,469.85,507.81,642.66,602.56,638.41,676.37,811.22,771.13,806.97,844.93,979.78,0,0,2,4,2,4,0,0,265.45,278.2,301.29,339.25,474.1,720.44,168.56,530.9,602.58,678.5,948.2,1440.88,0,0,0,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,699.46,771.14,847.06,1116.76,868.02,939.7,1015.62,1285.32,1036.58,1108.26,1184.18,1453.88,0,0,Included in Medical,Included in Medical,0,17017,0,434.01,469.85,507.81,642.66,602.56,638.41,676.37,811.22,771.13,806.97,844.93,979.78,0,0,2,4,2,4,0,0,265.45,278.2,301.29,339.25,474.1,720.44,168.56,530.9,602.58,678.5,948.2,1440.88,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,699.46,771.14,847.06,1116.76,868.02,939.7,1015.62,1285.32,1036.58,1108.26,1184.18,1453.88,0,0,Included in Medical,Included in Medical,0,17017,0,434.01,469.85,507.81,642.66,602.56,638.41,676.37,811.22,771.13,806.97,844.93,979.78,0,0,2,4,2,4,0,0,265.45,278.2,301.29,339.25,474.1,720.44,168.56,530.9,602.58,678.5,948.2,1440.88,0,0,0,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,699.46,771.14,847.06,1116.76,868.02,939.7,1015.62,1285.32,1036.58,1108.26,1184.18,1453.88,0,0,Included in Medical,Included in Medical,0,17001,0,434.01,469.85,507.81,642.66,602.56,638.41,676.37,811.22,771.13,806.97,844.93,979.78,0,0,2,4,2,4,0,0,265.45,278.2,301.29,339.25,474.1,720.44,168.56,530.9,602.58,678.5,948.2,1440.88,0,0,0,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,666.71,735.03,807.39,1064.47,827.38,895.7,968.06,1225.13,988.05,1056.36,1128.73,1385.81,0,0,Included in Medical,Included in Medical,20,17009,7,413.69,447.85,484.03,612.56,574.36,608.52,644.7,773.24,735.03,769.19,805.37,933.91,20,20,1,3,5,10,70,35,253.02,265.17,287.18,323.36,451.9,686.71,160.66,506.04,574.36,646.72,903.8,1373.42,20,20,140,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,666.71,735.03,807.39,1064.47,827.38,895.7,968.06,1225.13,988.05,1056.36,1128.73,1385.81,0,0,Included in Medical,Included in Medical,20,17009,7,413.69,447.85,484.03,612.56,574.36,608.52,644.7,773.24,735.03,769.19,805.37,933.91,20,20,1,3,5,10,70,35,253.02,265.17,287.18,323.36,451.9,686.71,160.66,506.04,574.36,646.72,903.8,1373.42,20,20,140,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,666.71,735.03,807.39,1064.47,827.38,895.7,968.06,1225.13,988.05,1056.36,1128.73,1385.81,0,0,Included in Medical,Included in Medical,20,17017,7,413.69,447.85,484.03,612.56,574.36,608.52,644.7,773.24,735.03,769.19,805.37,933.91,20,20,1,3,5,10,70,35,253.02,265.17,287.18,323.36,451.9,686.71,160.66,506.04,574.36,646.72,903.8,1373.42,20,20,140,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,666.71,735.03,807.39,1064.47,827.38,895.7,968.06,1225.13,988.05,1056.36,1128.73,1385.81,0,0,Included in Medical,Included in Medical,20,17017,7,413.69,447.85,484.03,612.56,574.36,608.52,644.7,773.24,735.03,769.19,805.37,933.91,20,20,1,3,5,10,70,35,253.02,265.17,287.18,323.36,451.9,686.71,160.66,506.04,574.36,646.72,903.8,1373.42,20,20,140,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,666.71,735.03,807.39,1064.47,827.38,895.7,968.06,1225.13,988.05,1056.36,1128.73,1385.81,0,0,Included in Medical,Included in Medical,20,17001,7,413.69,447.85,484.03,612.56,574.36,608.52,644.7,773.24,735.03,769.19,805.37,933.91,20,20,1,3,5,10,70,35,253.02,265.17,287.18,323.36,451.9,686.71,160.66,506.04,574.36,646.72,903.8,1373.42,20,20,140,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17009,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17009,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17017,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17017,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,676.75,746.11,819.55,1080.49,839.83,909.2,982.64,1243.58,1002.93,1072.29,1145.73,1406.67,0,0,Included in Medical,Included in Medical,20,17001,7,419.91,454.6,491.32,621.79,583.01,617.69,654.41,784.88,746.09,780.78,817.5,947.97,20,20,1,2,4,8,70,35,256.83,269.16,291.51,328.23,458.7,697.05,163.09,513.66,583.02,656.46,917.4,1394.1,20,40,140,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17009,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17009,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17017,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17017,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Land of Lincoln Mutual Health Insurance Company,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,569.04,627.35,689.11,908.53,706.18,764.48,826.24,1045.65,843.31,901.61,963.37,1182.79,0,0,Included in Medical,Included in Medical,40,17001,40,353.09,382.24,413.12,522.82,490.22,519.37,550.25,659.96,627.35,656.5,687.38,797.08,40,40,4,8,6,12,40,40,215.96,226.32,245.11,275.99,385.7,586.1,137.13,431.92,490.22,551.98,771.4,1172.2,40,40,40,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17009,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17009,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17017,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17017,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,639.25,704.75,774.13,1020.6,793.3,858.8,928.18,1174.65,947.35,1012.85,1082.23,1328.71,0,0,Included in Medical,Included in Medical,30,17001,10,396.65,429.4,464.09,587.32,550.7,583.45,618.14,741.38,704.75,737.5,772.19,895.43,30,30,1,3,5,11,80,40,242.6,254.24,275.35,310.04,433.28,658.41,154.05,485.2,550.7,620.08,866.56,1316.82,30,30,200,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17009,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17009,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17017,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,"Health Alliance Medical Plans, Inc.",POS,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17017,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,"Health Alliance Medical Plans, Inc.",POS,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,577.96,637.17,699.92,922.76,717.24,776.46,839.2,1062.04,856.52,915.74,978.48,1201.32,500,250,Included in Medical,Included in Medical,30,17001,10,358.62,388.23,419.6,531.02,497.9,527.51,558.88,670.3,637.18,666.79,698.16,809.58,30,30,2,4,5,11,80,40,219.34,229.87,248.95,280.32,391.74,595.29,139.28,438.68,497.9,560.64,783.48,1190.58,30,30,200,3,53,1,12,66,3,2,38,1,24,2,42
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,9625,290,597,11188,3090,77,3,14030,50341,38696,6937,17133,706.6,779,855.68,1128.14,876.88,949.28,1025.96,1298.42,1047.16,1119.56,1196.24,1468.7,0,0,Included in Medical,Included in Medical,400,17009,0,438.44,474.64,512.98,649.21,608.72,644.92,683.26,819.49,779,815.2,853.54,989.77,200,0,3,9,3,9,75,35,268.16,281.02,304.36,342.7,478.93,727.78,170.28,536.32,608.72,685.4,957.86,1455.56,30,50,150,1,18,1,25,42,2,1,2,1,12,1,9
Brown,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6469683,278358,837890,10621629,3005189,88404,10241,12802023,50341,38696,6937,17133,706.6,779,855.68,1128.14,876.88,949.28,1025.96,1298.42,1047.16,1119.56,1196.24,1468.7,0,0,Included in Medical,Included in Medical,400,17009,0,438.44,474.64,512.98,649.21,608.72,644.92,683.26,819.49,779,815.2,853.54,989.77,200,0,3,9,3,9,75,35,268.16,281.02,304.36,342.7,478.93,727.78,170.28,536.32,608.72,685.4,957.86,1455.56,30,50,150,1,18,1,25,42,2,1,2,1,12,1,9
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,6949,386,864,12927,3882,111,7,16495,51624,41544,13642,19825,706.6,779,855.68,1128.14,876.88,949.28,1025.96,1298.42,1047.16,1119.56,1196.24,1468.7,0,0,Included in Medical,Included in Medical,400,17017,0,438.44,474.64,512.98,649.21,608.72,644.92,683.26,819.49,779,815.2,853.54,989.77,200,0,3,9,3,9,75,35,268.16,281.02,304.36,342.7,478.93,727.78,170.28,536.32,608.72,685.4,957.86,1455.56,30,50,150,4,78,4,96,75,3,1,5,3,71,2,46
Cass,Rural,10,Blue Cross Blue Shield of Illinois,PPO,32893,1277,2728,52095,15373,362,59,66234,51624,41544,13642,19825,706.6,779,855.68,1128.14,876.88,949.28,1025.96,1298.42,1047.16,1119.56,1196.24,1468.7,0,0,Included in Medical,Included in Medical,400,17017,0,438.44,474.64,512.98,649.21,608.72,644.92,683.26,819.49,779,815.2,853.54,989.77,200,0,3,9,3,9,75,35,268.16,281.02,304.36,342.7,478.93,727.78,170.28,536.32,608.72,685.4,957.86,1455.56,30,50,150,4,78,4,96,75,3,1,5,3,71,2,46
Adams,Rural,10,Blue Cross Blue Shield of Illinois,PPO,105669,4653,10225,168754,41404,1108,199,209399,55791,43824,67103,24308,706.6,779,855.68,1128.14,876.88,949.28,1025.96,1298.42,1047.16,1119.56,1196.24,1468.7,0,0,Included in Medical,Included in Medical,400,17001,0,438.44,474.64,512.98,649.21,608.72,644.92,683.26,819.49,779,815.2,853.54,989.77,200,0,3,9,3,9,75,35,268.16,281.02,304.36,342.7,478.93,727.78,170.28,536.32,608.72,685.4,957.86,1455.56,30,50,150,3,53,1,12,66,3,2,38,1,24,2,42
